flight_number,airline,from,from_name,from_province,to,to_name,to_province,date,depart_time_local,arrive_time_local,price,currency
QH8675,Bamboo Airways,CXR,Sân bay quốc tế Cam Ranh,Khánh Hòa,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,2026-05-20,20:00,22:30,2603712,VND
VJ2013,Vietnam Airlines,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,HAN,Sân bay quốc tế Nội Bài,Hà Nội,2026-05-22,08:15,09:35,3183079,VND
VJ4131,Vietjet Air,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,HAN,Sân bay quốc tế Nội Bài,Hà Nội,2026-06-02,10:00,12:20,2943429,VND
VN2685,Vietjet Air,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,2026-05-13,11:15,13:45,1407653,VND
QH5769,Vietjet Air,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,HAN,Sân bay quốc tế Nội Bài,Hà Nội,2026-04-14,13:00,16:10,2470346,VND
VN2531,Vietjet Air,BMV,Sân bay Buôn Ma Thuột,Đắk Lắk,CXR,Sân bay quốc tế Cam Ranh,Khánh Hòa,2026-04-17,16:15,17:45,1371017,VND
QH4318,Vietnam Airlines,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,2026-04-11,19:00,22:30,2825113,VND
VJ2171,Vietnam Airlines,DLI,Sân bay quốc tế Liên Khương,Lâm Đồng,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,2026-05-03,09:45,12:15,2441814,VND
QH9304,Vietnam Airlines,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,HAN,Sân bay quốc tế Nội Bài,Hà Nội,2026-05-04,09:15,12:25,1034261,VND
VN1056,Bamboo Airways,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,HAN,Sân bay quốc tế Nội Bài,Hà Nội,2026-05-26,17:15,20:45,1477320,VND
VJ2082,Bamboo Airways,VII,Sân bay Vinh,Nghệ An,HAN,Sân bay quốc tế Nội Bài,Hà Nội,2026-04-14,07:00,10:10,2700029,VND
QH1023,Bamboo Airways,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,2026-04-19,14:00,16:30,2392005,VND
QH6638,Vietjet Air,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,2026-05-02,14:15,17:35,1062971,VND
VN6616,Bamboo Airways,HAN,Sân bay quốc tế Nội Bài,Hà Nội,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,2026-05-21,16:15,17:35,1338100,VND
VN3951,Bamboo Airways,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,DLI,Sân bay quốc tế Liên Khương,Lâm Đồng,2026-05-23,17:45,18:15,1365830,VND
VN3187,Bamboo Airways,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,CXR,Sân bay quốc tế Cam Ranh,Khánh Hòa,2026-05-22,08:30,10:40,3423897,VND
VN1943,Bamboo Airways,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,2026-05-02,12:30,15:50,2415124,VND
VJ7522,Vietjet Air,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,2026-05-09,19:45,21:55,2828639,VND
QH2484,Bamboo Airways,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,2026-05-18,18:15,20:25,2258011,VND
QH5935,Vietnam Airlines,HUI,Sân bay quốc tế Phú Bài,Huế,CXR,Sân bay quốc tế Cam Ranh,Khánh Hòa,2026-05-10,19:00,22:30,2388589,VND
VN2797,Bamboo Airways,HAN,Sân bay quốc tế Nội Bài,Hà Nội,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,2026-05-19,05:45,07:05,2349468,VND
QH2957,Vietnam Airlines,HAN,Sân bay quốc tế Nội Bài,Hà Nội,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,2026-05-15,10:30,11:30,1788880,VND
VN6566,Bamboo Airways,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,HAN,Sân bay quốc tế Nội Bài,Hà Nội,2026-04-07,18:45,20:05,1209388,VND
QH4503,Vietnam Airlines,HAN,Sân bay quốc tế Nội Bài,Hà Nội,HPH,Sân bay quốc tế Cát Bi,Hải Phòng,2026-04-16,20:45,22:45,3213225,VND
VN4979,Vietnam Airlines,HAN,Sân bay quốc tế Nội Bài,Hà Nội,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,2026-04-24,12:00,14:20,1686229,VND
VN9544,Bamboo Airways,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,2026-04-09,20:15,23:15,2442577,VND
VJ1355,Bamboo Airways,HAN,Sân bay quốc tế Nội Bài,Hà Nội,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,2026-05-19,09:15,11:35,2361523,VND
VN4670,Vietnam Airlines,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,2026-05-04,13:45,16:05,2408817,VND
QH7040,Vietjet Air,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,2026-05-01,09:45,10:55,1919508,VND
VN1477,Vietjet Air,HAN,Sân bay quốc tế Nội Bài,Hà Nội,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,2026-04-15,06:45,09:45,1541764,VND
QH4484,Bamboo Airways,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,CXR,Sân bay quốc tế Cam Ranh,Khánh Hòa,2026-05-07,08:00,09:30,3158649,VND
VJ3245,Vietjet Air,VCA,Sân bay quốc tế Cần Thơ,Cần Thơ,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,2026-04-07,08:45,11:05,2855493,VND
VJ7435,Bamboo Airways,HAN,Sân bay quốc tế Nội Bài,Hà Nội,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,2026-04-18,17:45,19:05,2016869,VND
VN6873,Vietnam Airlines,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,VII,Sân bay Vinh,Nghệ An,2026-05-27,15:00,17:20,1758932,VND
VN7262,Vietnam Airlines,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,2026-05-08,16:15,18:25,2965602,VND
VJ1843,Bamboo Airways,VCA,Sân bay quốc tế Cần Thơ,Cần Thơ,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,2026-05-02,15:00,17:20,2809488,VND
VN5804,Bamboo Airways,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,HAN,Sân bay quốc tế Nội Bài,Hà Nội,2026-05-27,06:15,08:15,1869788,VND
VN7412,Vietnam Airlines,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,HAN,Sân bay quốc tế Nội Bài,Hà Nội,2026-06-01,15:45,18:55,1377446,VND
VN7742,Bamboo Airways,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,2026-04-26,11:30,14:40,3142194,VND
VN4606,Vietnam Airlines,HAN,Sân bay quốc tế Nội Bài,Hà Nội,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,2026-04-17,17:30,18:50,1542001,VND
VN8056,Vietjet Air,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,2026-05-14,14:00,17:00,2768473,VND
VJ1383,Vietjet Air,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,2026-04-29,06:30,08:50,2193506,VND
QH7090,Bamboo Airways,HAN,Sân bay quốc tế Nội Bài,Hà Nội,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,2026-05-15,20:45,23:45,3469994,VND
VN4703,Vietjet Air,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,HAN,Sân bay quốc tế Nội Bài,Hà Nội,2026-04-28,20:30,23:40,2028728,VND
QH7642,Vietnam Airlines,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,CXR,Sân bay quốc tế Cam Ranh,Khánh Hòa,2026-05-24,17:00,18:30,1489304,VND
VJ4600,Bamboo Airways,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,BMV,Sân bay Buôn Ma Thuột,Đắk Lắk,2026-05-30,12:45,13:45,1577367,VND
VN3773,Vietjet Air,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,HAN,Sân bay quốc tế Nội Bài,Hà Nội,2026-06-02,15:00,16:20,2082060,VND
VN6242,Vietnam Airlines,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,HAN,Sân bay quốc tế Nội Bài,Hà Nội,2026-04-23,07:00,09:00,1906110,VND
VN1887,Vietnam Airlines,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,HUI,Sân bay quốc tế Phú Bài,Huế,2026-05-14,09:15,12:35,3440302,VND
VN6953,Bamboo Airways,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,HAN,Sân bay quốc tế Nội Bài,Hà Nội,2026-04-07,08:45,10:05,3440907,VND
VJ2991,Bamboo Airways,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,2026-05-09,17:00,20:10,2913041,VND
QH9758,Vietnam Airlines,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,HAN,Sân bay quốc tế Nội Bài,Hà Nội,2026-04-30,19:30,20:00,1954458,VND
QH5038,Vietnam Airlines,BMV,Sân bay Buôn Ma Thuột,Đắk Lắk,VCA,Sân bay quốc tế Cần Thơ,Cần Thơ,2026-05-28,06:00,07:30,3033706,VND
VN5468,Vietjet Air,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,2026-05-05,08:30,11:40,1368233,VND
QH4944,Vietjet Air,HAN,Sân bay quốc tế Nội Bài,Hà Nội,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,2026-04-21,18:30,21:00,1968197,VND
QH2002,Bamboo Airways,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,HAN,Sân bay quốc tế Nội Bài,Hà Nội,2026-04-26,15:00,18:20,3278394,VND
QH2782,Vietjet Air,HAN,Sân bay quốc tế Nội Bài,Hà Nội,VCA,Sân bay quốc tế Cần Thơ,Cần Thơ,2026-04-07,13:45,16:45,2818786,VND
VJ4329,Vietnam Airlines,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,2026-05-04,17:00,19:20,2795711,VND
VN6785,Vietjet Air,VII,Sân bay Vinh,Nghệ An,VCA,Sân bay quốc tế Cần Thơ,Cần Thơ,2026-04-24,13:45,16:55,3080119,VND
QH8475,Vietjet Air,HAN,Sân bay quốc tế Nội Bài,Hà Nội,HPH,Sân bay quốc tế Cát Bi,Hải Phòng,2026-05-31,14:00,15:30,3405975,VND
VJ5146,Bamboo Airways,HAN,Sân bay quốc tế Nội Bài,Hà Nội,HUI,Sân bay quốc tế Phú Bài,Huế,2026-04-15,19:45,22:15,1143661,VND
VJ6174,Bamboo Airways,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,2026-04-26,06:30,09:40,1929450,VND
VN3367,Vietjet Air,HAN,Sân bay quốc tế Nội Bài,Hà Nội,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,2026-05-14,18:00,21:10,3240812,VND
VJ4988,Vietjet Air,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,2026-05-18,09:45,11:05,2777303,VND
QH3741,Vietjet Air,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,HAN,Sân bay quốc tế Nội Bài,Hà Nội,2026-06-03,05:45,06:05,2127811,VND
VJ2810,Bamboo Airways,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,HAN,Sân bay quốc tế Nội Bài,Hà Nội,2026-05-20,14:30,17:40,3030597,VND
VN4685,Vietnam Airlines,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,HAN,Sân bay quốc tế Nội Bài,Hà Nội,2026-04-30,08:30,11:40,2196381,VND
VJ2960,Bamboo Airways,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,HAN,Sân bay quốc tế Nội Bài,Hà Nội,2026-05-19,06:45,07:05,3409884,VND
QH4848,Vietjet Air,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,2026-04-20,11:30,13:00,3165666,VND
QH5061,Vietjet Air,VCA,Sân bay quốc tế Cần Thơ,Cần Thơ,HAN,Sân bay quốc tế Nội Bài,Hà Nội,2026-06-01,12:15,15:15,2134886,VND
VJ7026,Vietnam Airlines,HAN,Sân bay quốc tế Nội Bài,Hà Nội,HPH,Sân bay quốc tế Cát Bi,Hải Phòng,2026-05-26,17:45,20:15,3181846,VND
VJ7208,Vietnam Airlines,HPH,Sân bay quốc tế Cát Bi,Hải Phòng,VII,Sân bay Vinh,Nghệ An,2026-06-06,06:45,09:05,2748895,VND
VN4845,Bamboo Airways,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,VII,Sân bay Vinh,Nghệ An,2026-04-29,11:30,14:40,2223993,VND
VJ6983,Vietnam Airlines,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,HAN,Sân bay quốc tế Nội Bài,Hà Nội,2026-05-07,11:45,14:15,1268858,VND
VJ8681,Vietnam Airlines,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,DLI,Sân bay quốc tế Liên Khương,Lâm Đồng,2026-06-06,08:30,09:30,1037288,VND
VJ9271,Vietjet Air,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,HAN,Sân bay quốc tế Nội Bài,Hà Nội,2026-05-02,19:30,22:50,1032134,VND
VN6019,Bamboo Airways,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,HAN,Sân bay quốc tế Nội Bài,Hà Nội,2026-06-06,20:45,21:05,2394812,VND
VJ3008,Vietnam Airlines,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,VCA,Sân bay quốc tế Cần Thơ,Cần Thơ,2026-04-26,17:45,20:15,1654798,VND
VJ4902,Vietnam Airlines,HAN,Sân bay quốc tế Nội Bài,Hà Nội,HUI,Sân bay quốc tế Phú Bài,Huế,2026-04-19,19:45,22:55,3436049,VND
VN2843,Bamboo Airways,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,CXR,Sân bay quốc tế Cam Ranh,Khánh Hòa,2026-04-24,08:45,10:05,2266200,VND
VJ8148,Bamboo Airways,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,CXR,Sân bay quốc tế Cam Ranh,Khánh Hòa,2026-05-28,16:00,19:20,3344861,VND
VJ6414,Vietjet Air,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,HAN,Sân bay quốc tế Nội Bài,Hà Nội,2026-05-06,14:45,16:05,2389164,VND
VJ9992,Bamboo Airways,HAN,Sân bay quốc tế Nội Bài,Hà Nội,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,2026-04-07,06:30,08:00,1350739,VND
VJ3574,Bamboo Airways,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,HAN,Sân bay quốc tế Nội Bài,Hà Nội,2026-05-26,11:00,14:10,1127713,VND
VN7650,Vietnam Airlines,HAN,Sân bay quốc tế Nội Bài,Hà Nội,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,2026-05-21,11:45,12:15,3051776,VND
VJ4023,Vietjet Air,HAN,Sân bay quốc tế Nội Bài,Hà Nội,CXR,Sân bay quốc tế Cam Ranh,Khánh Hòa,2026-05-05,14:45,15:15,2464874,VND
QH4086,Bamboo Airways,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,2026-05-20,10:45,11:15,1358072,VND
VN7882,Vietjet Air,VII,Sân bay Vinh,Nghệ An,CXR,Sân bay quốc tế Cam Ranh,Khánh Hòa,2026-05-30,15:00,18:10,3361417,VND
VN1349,Vietjet Air,HAN,Sân bay quốc tế Nội Bài,Hà Nội,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,2026-05-31,17:15,20:15,2679306,VND
VN3792,Bamboo Airways,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,HAN,Sân bay quốc tế Nội Bài,Hà Nội,2026-05-24,09:30,10:00,1651044,VND
VN6031,Vietjet Air,DLI,Sân bay quốc tế Liên Khương,Lâm Đồng,BMV,Sân bay Buôn Ma Thuột,Đắk Lắk,2026-05-22,15:15,17:45,3394862,VND
QH6686,Vietnam Airlines,HAN,Sân bay quốc tế Nội Bài,Hà Nội,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,2026-04-13,05:00,06:30,1519670,VND
QH2716,Vietnam Airlines,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,2026-05-20,14:30,15:50,2569903,VND
VN9429,Vietnam Airlines,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,CXR,Sân bay quốc tế Cam Ranh,Khánh Hòa,2026-05-16,09:15,11:25,2098703,VND
VJ3508,Bamboo Airways,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,HAN,Sân bay quốc tế Nội Bài,Hà Nội,2026-04-10,12:45,15:55,3066082,VND
QH4233,Vietjet Air,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,2026-05-29,10:00,13:10,2181586,VND
VN5157,Vietnam Airlines,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,HAN,Sân bay quốc tế Nội Bài,Hà Nội,2026-06-05,12:30,15:40,1555270,VND
VJ2400,Vietjet Air,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,2026-04-11,12:30,15:50,1828847,VND
VJ9267,Vietnam Airlines,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,HAN,Sân bay quốc tế Nội Bài,Hà Nội,2026-05-21,17:00,20:10,1217033,VND
VJ5157,Vietnam Airlines,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,CXR,Sân bay quốc tế Cam Ranh,Khánh Hòa,2026-05-05,18:45,21:45,2210034,VND
VJ2155,Vietjet Air,HAN,Sân bay quốc tế Nội Bài,Hà Nội,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,2026-06-02,17:30,19:50,1005715,VND
VN6818,Bamboo Airways,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,CXR,Sân bay quốc tế Cam Ranh,Khánh Hòa,2026-04-13,17:45,19:05,920890,VND
QH7866,Vietjet Air,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,CXR,Sân bay quốc tế Cam Ranh,Khánh Hòa,2026-04-21,16:15,17:45,2104125,VND
VJ9322,Vietnam Airlines,HUI,Sân bay quốc tế Phú Bài,Huế,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,2026-05-31,16:45,17:05,1346880,VND
VN8598,Bamboo Airways,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,CXR,Sân bay quốc tế Cam Ranh,Khánh Hòa,2026-04-12,17:45,19:15,3464312,VND
VN8347,Vietjet Air,HAN,Sân bay quốc tế Nội Bài,Hà Nội,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,2026-04-14,12:15,15:35,2420464,VND
VN9935,Bamboo Airways,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,2026-05-16,19:30,22:00,1704167,VND
QH7548,Bamboo Airways,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,HAN,Sân bay quốc tế Nội Bài,Hà Nội,2026-05-09,20:30,23:50,3099669,VND
VN1529,Vietjet Air,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,DLI,Sân bay quốc tế Liên Khương,Lâm Đồng,2026-04-22,15:15,17:25,1605646,VND
VJ1353,Bamboo Airways,HAN,Sân bay quốc tế Nội Bài,Hà Nội,HPH,Sân bay quốc tế Cát Bi,Hải Phòng,2026-04-17,12:45,14:15,2866037,VND
QH4333,Bamboo Airways,HAN,Sân bay quốc tế Nội Bài,Hà Nội,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,2026-04-07,15:30,17:50,3400354,VND
VN9661,Bamboo Airways,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,HAN,Sân bay quốc tế Nội Bài,Hà Nội,2026-04-07,11:15,14:35,2924959,VND
VN1423,Vietjet Air,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,HAN,Sân bay quốc tế Nội Bài,Hà Nội,2026-05-18,14:45,16:55,1500837,VND
VN6528,Bamboo Airways,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,2026-05-30,14:30,16:50,1023333,VND
VJ4812,Vietjet Air,HUI,Sân bay quốc tế Phú Bài,Huế,VII,Sân bay Vinh,Nghệ An,2026-05-11,09:00,10:10,926684,VND
VN5781,Bamboo Airways,HAN,Sân bay quốc tế Nội Bài,Hà Nội,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,2026-05-27,18:45,20:55,2876018,VND
QH4086,Vietnam Airlines,VCA,Sân bay quốc tế Cần Thơ,Cần Thơ,HPH,Sân bay quốc tế Cát Bi,Hải Phòng,2026-05-08,18:15,20:45,1472216,VND
QH7697,Bamboo Airways,HAN,Sân bay quốc tế Nội Bài,Hà Nội,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,2026-04-13,08:30,11:40,3357100,VND
VN5119,Bamboo Airways,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,2026-05-24,16:45,17:45,2489386,VND
VN4396,Vietnam Airlines,HAN,Sân bay quốc tế Nội Bài,Hà Nội,HPH,Sân bay quốc tế Cát Bi,Hải Phòng,2026-05-10,05:00,07:30,1199229,VND
VN7093,Vietnam Airlines,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,HAN,Sân bay quốc tế Nội Bài,Hà Nội,2026-05-30,16:30,18:40,2023800,VND
QH1099,Bamboo Airways,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,HAN,Sân bay quốc tế Nội Bài,Hà Nội,2026-04-27,05:00,08:30,1424756,VND
VN5382,Vietjet Air,DLI,Sân bay quốc tế Liên Khương,Lâm Đồng,VCA,Sân bay quốc tế Cần Thơ,Cần Thơ,2026-06-06,05:30,06:40,2959443,VND
VN8650,Bamboo Airways,HAN,Sân bay quốc tế Nội Bài,Hà Nội,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,2026-05-16,10:30,13:30,2952441,VND
VJ1138,Vietjet Air,HAN,Sân bay quốc tế Nội Bài,Hà Nội,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,2026-05-01,11:15,12:35,1529046,VND
VJ5355,Bamboo Airways,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,2026-04-15,18:15,21:45,2461545,VND
VN4228,Vietjet Air,HAN,Sân bay quốc tế Nội Bài,Hà Nội,HPH,Sân bay quốc tế Cát Bi,Hải Phòng,2026-05-11,10:45,13:45,1529586,VND
VN3087,Vietjet Air,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,CXR,Sân bay quốc tế Cam Ranh,Khánh Hòa,2026-04-10,05:00,06:00,2457827,VND
VN6331,Vietnam Airlines,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,CXR,Sân bay quốc tế Cam Ranh,Khánh Hòa,2026-05-09,14:15,15:45,1909691,VND
QH5481,Vietnam Airlines,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,CXR,Sân bay quốc tế Cam Ranh,Khánh Hòa,2026-05-24,13:45,16:05,1828872,VND
VJ9045,Vietjet Air,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,CXR,Sân bay quốc tế Cam Ranh,Khánh Hòa,2026-05-03,08:30,10:30,3079972,VND
VJ5571,Vietjet Air,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,HAN,Sân bay quốc tế Nội Bài,Hà Nội,2026-04-15,14:30,15:30,2319086,VND
VJ2883,Vietjet Air,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,CXR,Sân bay quốc tế Cam Ranh,Khánh Hòa,2026-04-20,09:30,12:30,2051664,VND
VN7490,Vietjet Air,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,HAN,Sân bay quốc tế Nội Bài,Hà Nội,2026-04-24,20:30,22:00,3325366,VND
QH2052,Vietnam Airlines,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,2026-05-01,05:00,06:30,1732008,VND
VJ5997,Bamboo Airways,HAN,Sân bay quốc tế Nội Bài,Hà Nội,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,2026-05-10,07:15,09:35,2102397,VND
VJ6886,Bamboo Airways,HAN,Sân bay quốc tế Nội Bài,Hà Nội,HPH,Sân bay quốc tế Cát Bi,Hải Phòng,2026-04-10,20:45,21:15,2976549,VND
VJ7948,Vietnam Airlines,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,2026-05-26,11:00,14:20,2894747,VND
QH9641,Vietnam Airlines,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,2026-05-07,18:30,21:40,1377910,VND
VJ6053,Bamboo Airways,HPH,Sân bay quốc tế Cát Bi,Hải Phòng,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,2026-05-01,09:15,10:15,2896065,VND
VN2321,Bamboo Airways,SGN,Sân bay quốc tế Tân Sơn Nhất,TP.HCM,VII,Sân bay Vinh,Nghệ An,2026-04-09,11:00,13:10,1867876,VND
VJ9755,Vietjet Air,VII,Sân bay Vinh,Nghệ An,VCA,Sân bay quốc tế Cần Thơ,Cần Thơ,2026-05-30,10:45,13:15,3375346,VND
VN4927,Vietjet Air,DAD,Sân bay quốc tế Đà Nẵng,Đà Nẵng,HAN,Sân bay quốc tế Nội Bài,Hà Nội,2026-05-10,14:45,16:05,2689984,VND
